;Col;Lag
Col;TP;FP
Lag;FN;TN

Teste:
;Col;Lag
Col;609;53
Lag;91;947

0.870000;0.053000
0.130000;0.947000

Treino:
;Col;Lag
Col;5507;484
Lag;793;8516

0.874127;0.053778
0.125873;0.946222

Teste:
;Col;Lag
Col;634;91
Lag;66;909

0.905714;0.091000
0.094286;0.909000

Treino:
;Col;Lag
Col;5695;820
Lag;605;8180

0.903968;0.091111
0.096032;0.908889

Teste:
;Col;Lag
Col;610;60
Lag;90;940

0.871429;0.060000
0.128571;0.940000

Treino:
;Col;Lag
Col;5520;499
Lag;780;8501

0.876190;0.055444
0.123810;0.944556

Teste:
;Col;Lag
Col;596;70
Lag;104;930

0.851429;0.070000
0.148571;0.930000

Treino:
;Col;Lag
Col;5386;615
Lag;914;8385

0.854921;0.068333
0.145079;0.931667

Teste:
;Col;Lag
Col;581;27
Lag;119;973

0.830000;0.027000
0.170000;0.973000

Treino:
;Col;Lag
Col;5248;244
Lag;1052;8756

0.833016;0.027111
0.166984;0.972889

Teste:
;Col;Lag
Col;544;25
Lag;156;975

0.777143;0.025000
0.222857;0.975000

Treino:
;Col;Lag
Col;4952;195
Lag;1348;8805

0.786032;0.021667
0.213968;0.978333

Teste:
;Col;Lag
Col;605;50
Lag;95;950

0.864286;0.050000
0.135714;0.950000

Treino:
;Col;Lag
Col;5458;457
Lag;842;8543

0.866349;0.050778
0.133651;0.949222

Teste:
;Col;Lag
Col;526;22
Lag;174;978

0.751429;0.022000
0.248571;0.978000

Treino:
;Col;Lag
Col;4800;174
Lag;1500;8826

0.761905;0.019333
0.238095;0.980667

Teste:
;Col;Lag
Col;609;59
Lag;91;941

0.870000;0.059000
0.130000;0.941000

Treino:
;Col;Lag
Col;5498;497
Lag;802;8503

0.872698;0.055222
0.127302;0.944778

Teste:
;Col;Lag
Col;554;29
Lag;146;971

0.791429;0.029000
0.208571;0.971000

Treino:
;Col;Lag
Col;5010;230
Lag;1290;8770

0.795238;0.025556
0.204762;0.974444

Teste:
;Col;Lag
Col;602;50
Lag;98;950

0.860000;0.050000
0.140000;0.950000

Treino:
;Col;Lag
Col;5462;439
Lag;838;8561

0.866984;0.048778
0.133016;0.951222

Teste:
;Col;Lag
Col;567;25
Lag;133;975

0.810000;0.025000
0.190000;0.975000

Treino:
;Col;Lag
Col;5139;225
Lag;1161;8775

0.815714;0.025000
0.184286;0.975000

Teste:
;Col;Lag
Col;594;61
Lag;106;939

0.848571;0.061000
0.151429;0.939000

Treino:
;Col;Lag
Col;5375;471
Lag;925;8529

0.853175;0.052333
0.146825;0.947667

Teste:
;Col;Lag
Col;567;26
Lag;133;974

0.810000;0.026000
0.190000;0.974000

Treino:
;Col;Lag
Col;5152;216
Lag;1148;8784

0.817778;0.024000
0.182222;0.976000

Teste:
;Col;Lag
Col;600;52
Lag;100;948

0.857143;0.052000
0.142857;0.948000

Treino:
;Col;Lag
Col;5422;434
Lag;878;8566

0.860635;0.048222
0.139365;0.951778

Teste:
;Col;Lag
Col;555;23
Lag;145;977

0.792857;0.023000
0.207143;0.977000

Treino:
;Col;Lag
Col;5036;167
Lag;1264;8833

0.799365;0.018556
0.200635;0.981444

Teste:
;Col;Lag
Col;607;55
Lag;93;945

0.867143;0.055000
0.132857;0.945000

Treino:
;Col;Lag
Col;5526;432
Lag;774;8568

0.877143;0.048000
0.122857;0.952000

Teste:
;Col;Lag
Col;559;23
Lag;141;977

0.798571;0.023000
0.201429;0.977000

Treino:
;Col;Lag
Col;5062;187
Lag;1238;8813

0.803492;0.020778
0.196508;0.979222

Teste:
;Col;Lag
Col;604;61
Lag;96;939

0.862857;0.061000
0.137143;0.939000

Treino:
;Col;Lag
Col;5461;469
Lag;839;8531

0.866825;0.052111
0.133175;0.947889

Teste:
;Col;Lag
Col;553;23
Lag;147;977

0.790000;0.023000
0.210000;0.977000

Treino:
;Col;Lag
Col;5044;197
Lag;1256;8803

0.800635;0.021889
0.199365;0.978111

